chid	chemical_name	measure	yes_no
32533	Chlorfenapyr	estradiol	no
32533	Chlorfenapyr	estrone	no
32533	Chlorfenapyr	testosterone	no
35272	"2,6-Diisopropylnaphthalene"	cortisol	yes
25886	Ethyl 3-phenylglycidate	deoxycortisone	no
27333	3-Aminopropyltriethoxysilane	deoxycortisol	no
27333	3-Aminopropyltriethoxysilane	hydroxyprogesteroneesterone	no
27333	3-Aminopropyltriethoxysilane	androsteinedione	no
27333	3-Aminopropyltriethoxysilane	cortisol	no
27333	3-Aminopropyltriethoxysilane	deoxycortisone	no
27333	3-Aminopropyltriethoxysilane	estradiol	no
27333	3-Aminopropyltriethoxysilane	estrone	no
27402	Dimethyl isophthalate	estradiol	yes
27402	Dimethyl isophthalate	estrone	yes
21031	4-Nitrosodiphenylamine	deoxycortisone	yes
32639	Pyridate	estradiol	yes
32639	Pyridate	estrone	yes
37541	Endosulfan sulfate	deoxycortisol	no
37541	Endosulfan sulfate	hydroxyprogesteroneesterone	no
37541	Endosulfan sulfate	androsteinedione	no
37541	Endosulfan sulfate	cortisol	no
37541	Endosulfan sulfate	deoxycortisone	no
37541	Endosulfan sulfate	estradiol	yes
37541	Endosulfan sulfate	estrone	yes
37541	Endosulfan sulfate	testosterone	no
22405	2-Hydroxy-4-methoxybenzophenone	hydroxyprogesteroneesterone	no
22405	2-Hydroxy-4-methoxybenzophenone	androsteinedione	no
22405	2-Hydroxy-4-methoxybenzophenone	estradiol	yes
22405	2-Hydroxy-4-methoxybenzophenone	estrone	yes
22405	2-Hydroxy-4-methoxybenzophenone	testosterone	no
34601	"(2R,6S)-Fenpropimorph"	deoxycortisol	no
34601	"(2R,6S)-Fenpropimorph"	hydroxyprogesteroneesterone	no
34601	"(2R,6S)-Fenpropimorph"	androsteinedione	no
34601	"(2R,6S)-Fenpropimorph"	cortisol	no
34601	"(2R,6S)-Fenpropimorph"	deoxycortisone	no
34601	"(2R,6S)-Fenpropimorph"	testosterone	no
22409	"4,4'-Sulfonyldiphenol"	deoxycortisol	no
22409	"4,4'-Sulfonyldiphenol"	hydroxyprogesteroneesterone	yes
22409	"4,4'-Sulfonyldiphenol"	cortisol	no
22409	"4,4'-Sulfonyldiphenol"	progesterone	yes
22409	"4,4'-Sulfonyldiphenol"	testosterone	no
32630	N-Benzyladenine	hydroxypregnenolone	yes
32630	N-Benzyladenine	hydroxyprogesteroneesterone	yes
32630	N-Benzyladenine	progesterone	yes
26314	Zinc pyrithione	deoxycortisone	yes
41442	Sodium 2-naphthalenesulfonate	estradiol	yes
41442	Sodium 2-naphthalenesulfonate	estrone	yes
25101	3-Dimethylaminophenol	hydroxyprogesteroneesterone	yes
25101	3-Dimethylaminophenol	estradiol	yes
25101	3-Dimethylaminophenol	estrone	yes
20625	Finasteride	deoxycortisol	no
20625	Finasteride	hydroxypregnenolone	yes
20625	Finasteride	hydroxyprogesteroneesterone	no
20625	Finasteride	cortisol	no
20625	Finasteride	estradiol	no
20625	Finasteride	estrone	no
34929	Spiromesifen	deoxycortisol	no
34929	Spiromesifen	hydroxyprogesteroneesterone	no
34929	Spiromesifen	cortisol	no
34929	Spiromesifen	estrone	no
34929	Spiromesifen	testosterone	no
23868	Hydramethylnon	hydroxyprogesteroneesterone	yes
26906	"N,N-Dimethyldodecan-1-amine"	deoxycortisol	no
26906	"N,N-Dimethyldodecan-1-amine"	hydroxyprogesteroneesterone	no
26906	"N,N-Dimethyldodecan-1-amine"	androsteinedione	no
26906	"N,N-Dimethyldodecan-1-amine"	cortisol	no
26906	"N,N-Dimethyldodecan-1-amine"	deoxycortisone	no
26906	"N,N-Dimethyldodecan-1-amine"	testosterone	no
22247	Nerolidol	cortisol	no
21243	Rhodamine 6G	cortisol	no
35708	Methylbenzethonium chloride	deoxycortisol	no
35708	Methylbenzethonium chloride	hydroxyprogesteroneesterone	no
35708	Methylbenzethonium chloride	androsteinedione	no
35708	Methylbenzethonium chloride	deoxycortisone	no
35708	Methylbenzethonium chloride	testosterone	no
37730	"1,4-Dihydroxy-2-naphthoic acid"	hydroxypregnenolone	yes
37730	"1,4-Dihydroxy-2-naphthoic acid"	hydroxyprogesteroneesterone	yes
37730	"1,4-Dihydroxy-2-naphthoic acid"	deoxycortisone	yes
37730	"1,4-Dihydroxy-2-naphthoic acid"	progesterone	yes
40611	Silwet L77	progesterone	yes
26500	3-(4-tert-Butylphenyl)-2-methylpropanal	hydroxyprogesteroneesterone	no
26500	3-(4-tert-Butylphenyl)-2-methylpropanal	testosterone	no
22394	Biochanin A	deoxycortisol	no
22394	Biochanin A	hydroxypregnenolone	yes
22394	Biochanin A	hydroxyprogesteroneesterone	no
22394	Biochanin A	androsteinedione	no
22394	Biochanin A	cortisol	no
22394	Biochanin A	testosterone	no
32654	Triforine	deoxycortisol	no
32654	Triforine	hydroxyprogesteroneesterone	no
32654	Triforine	androsteinedione	no
32654	Triforine	cortisol	no
32654	Triforine	testosterone	no
20091	Aniline hydrochloride	hydroxyprogesteroneesterone	yes
41611	Ascorbyl palmitate	hydroxyprogesteroneesterone	no
26241	"3,3,5-Trimethylcyclohexyl salicylate"	hydroxyprogesteroneesterone	no
26241	"3,3,5-Trimethylcyclohexyl salicylate"	estradiol	yes
26241	"3,3,5-Trimethylcyclohexyl salicylate"	estrone	yes
32389	Farnesol	deoxycortisol	no
32389	Farnesol	hydroxyprogesteroneesterone	no
32389	Farnesol	androsteinedione	no
32389	Farnesol	cortisol	no
32389	Farnesol	deoxycortisone	no
32389	Farnesol	testosterone	no
22437	Nordihydroguaiaretic acid	deoxycortisol	no
22437	Nordihydroguaiaretic acid	hydroxypregnenolone	yes
22437	Nordihydroguaiaretic acid	hydroxyprogesteroneesterone	yes
22437	Nordihydroguaiaretic acid	androsteinedione	no
22437	Nordihydroguaiaretic acid	cortisol	no
22437	Nordihydroguaiaretic acid	progesterone	yes
22437	Nordihydroguaiaretic acid	testosterone	no
29559	Diazolidinyl urea	deoxycortisone	no
32688	Phenothrin	deoxycortisol	no
32688	Phenothrin	hydroxyprogesteroneesterone	no
32688	Phenothrin	androsteinedione	no
32688	Phenothrin	cortisol	no
32688	Phenothrin	deoxycortisone	no
32688	Phenothrin	estradiol	yes
32688	Phenothrin	testosterone	no
28022	1-(Bromomethyl)-3-phenoxybenzene	hydroxyprogesteroneesterone	no
28022	1-(Bromomethyl)-3-phenoxybenzene	androsteinedione	no
28022	1-(Bromomethyl)-3-phenoxybenzene	deoxycortisone	yes
28022	1-(Bromomethyl)-3-phenoxybenzene	estradiol	yes
28022	1-(Bromomethyl)-3-phenoxybenzene	estrone	yes
28022	1-(Bromomethyl)-3-phenoxybenzene	testosterone	no
21824	Dichlorophen	hydroxyprogesteroneesterone	no
21824	Dichlorophen	cortisol	no
21824	Dichlorophen	testosterone	no
40352	Dinocap	deoxycortisone	yes
37539	Endosulfan I	deoxycortisol	no
37539	Endosulfan I	hydroxypregnenolone	no
37539	Endosulfan I	hydroxyprogesteroneesterone	no
37539	Endosulfan I	androsteinedione	no
37539	Endosulfan I	cortisol	no
37539	Endosulfan I	deoxycortisone	no
37539	Endosulfan I	estrone	yes
37539	Endosulfan I	testosterone	no
38888	Basic Blue 7	progesterone	yes
41726	C.I. Direct Red 81 disodium salt	hydroxypregnenolone	yes
41726	C.I. Direct Red 81 disodium salt	estradiol	yes
41726	C.I. Direct Red 81 disodium salt	estrone	yes
41567	"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid"	hydroxypregnenolone	yes
41567	"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid"	estrone	yes
22525	2-Ethylhexylparaben	hydroxyprogesteroneesterone	yes
24986	"4,4'-Dichlorodiphenyl sulfone"	hydroxyprogesteroneesterone	no
26171	Tolyltriazole	estradiol	yes
41514	(4Z)-4-Decenal	hydroxyprogesteroneesterone	no
20766	Propham	cortisol	yes
20766	Propham	estradiol	yes
20766	Propham	estrone	yes
20511	"3,3'-Dimethylbenzidine dihydrochloride"	hydroxyprogesteroneesterone	yes
20511	"3,3'-Dimethylbenzidine dihydrochloride"	androsteinedione	no
20511	"3,3'-Dimethylbenzidine dihydrochloride"	estradiol	yes
20511	"3,3'-Dimethylbenzidine dihydrochloride"	estrone	yes
20511	"3,3'-Dimethylbenzidine dihydrochloride"	progesterone	yes
27191	"1,3-Cyclopentadiene"	cortisol	yes
25272	Ethyl anthranilate	deoxycortisone	no
25272	Ethyl anthranilate	estradiol	yes
25272	Ethyl anthranilate	estrone	yes
41492	3-Phenylhexane	estradiol	yes
34583	Ethyl 1-naphthaleneacetate	deoxycortisol	no
34583	Ethyl 1-naphthaleneacetate	hydroxypregnenolone	no
34583	Ethyl 1-naphthaleneacetate	hydroxyprogesteroneesterone	no
34583	Ethyl 1-naphthaleneacetate	androsteinedione	no
34583	Ethyl 1-naphthaleneacetate	deoxycortisone	no
34583	Ethyl 1-naphthaleneacetate	estradiol	yes
34583	Ethyl 1-naphthaleneacetate	estrone	yes
34583	Ethyl 1-naphthaleneacetate	testosterone	no
29223	"1,1-Bis(3,4-dimethylphenyl)ethane"	deoxycortisol	no
29223	"1,1-Bis(3,4-dimethylphenyl)ethane"	hydroxyprogesteroneesterone	no
29223	"1,1-Bis(3,4-dimethylphenyl)ethane"	androsteinedione	no
29223	"1,1-Bis(3,4-dimethylphenyl)ethane"	estradiol	yes
29223	"1,1-Bis(3,4-dimethylphenyl)ethane"	estrone	yes
29223	"1,1-Bis(3,4-dimethylphenyl)ethane"	testosterone	no
29262	"2,6-Di-tert-butyl-4-ethylphenol"	hydroxyprogesteroneesterone	no
29262	"2,6-Di-tert-butyl-4-ethylphenol"	deoxycortisone	no
29262	"2,6-Di-tert-butyl-4-ethylphenol"	testosterone	no
41512	4-Chlorophenylurea	hydroxyprogesteroneesterone	no
41512	4-Chlorophenylurea	androsteinedione	no
41512	4-Chlorophenylurea	cortisol	yes
41512	4-Chlorophenylurea	deoxycortisone	yes
41512	4-Chlorophenylurea	testosterone	no
40151	Imidazolidinyl urea	deoxycortisol	no
40151	Imidazolidinyl urea	hydroxyprogesteroneesterone	no
20652	Gemfibrozil	hydroxypregnenolone	yes
20652	Gemfibrozil	hydroxyprogesteroneesterone	no
37494	Deethylatrazine	deoxycortisol	yes
37494	Deethylatrazine	hydroxypregnenolone	yes
37494	Deethylatrazine	cortisol	yes
37494	Deethylatrazine	estradiol	yes
37494	Deethylatrazine	estrone	yes
37494	Deethylatrazine	testosterone	yes
20683	"Hexachloro-1,3-butadiene"	deoxycortisone	yes
20683	"Hexachloro-1,3-butadiene"	estradiol	yes
20683	"Hexachloro-1,3-butadiene"	estrone	yes
25148	"3,5-Dimethylphenol"	estradiol	yes
25148	"3,5-Dimethylphenol"	estrone	yes
34598	Fenoxaprop-P-ethyl	hydroxypregnenolone	yes
34598	Fenoxaprop-P-ethyl	hydroxyprogesteroneesterone	yes
34598	Fenoxaprop-P-ethyl	deoxycortisone	yes
34598	Fenoxaprop-P-ethyl	progesterone	yes
34598	Fenoxaprop-P-ethyl	testosterone	yes
24553	Azodicarbonamide	deoxycortisone	no
37754	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	deoxycortisol	yes
37754	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	hydroxypregnenolone	yes
37754	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	hydroxyprogesteroneesterone	yes
37754	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	androsteinedione	yes
37754	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	cortisol	yes
37754	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	estradiol	yes
37754	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	estrone	yes
37754	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	testosterone	yes
21413	"Tris(2,3-dibromopropyl) phosphate"	hydroxyprogesteroneesterone	yes
21413	"Tris(2,3-dibromopropyl) phosphate"	deoxycortisone	no
20443	"2,4-D 1-butyl ester"	deoxycortisol	no
20443	"2,4-D 1-butyl ester"	hydroxyprogesteroneesterone	no
20443	"2,4-D 1-butyl ester"	androsteinedione	no
20443	"2,4-D 1-butyl ester"	testosterone	no
29153	Benzyl benzoate	estradiol	yes
29153	Benzyl benzoate	estrone	yes
22411	"4,4'-Methylenebis(2,6-di-t-butylphenol)"	deoxycortisone	yes
22411	"4,4'-Methylenebis(2,6-di-t-butylphenol)"	estradiol	yes
27364	"N,N-Dimethyloctanamide"	hydroxyprogesteroneesterone	no
21138	"1,4-Benzenediamine"	deoxycortisol	yes
21138	"1,4-Benzenediamine"	androsteinedione	no
21138	"1,4-Benzenediamine"	deoxycortisone	yes
21138	"1,4-Benzenediamine"	estradiol	yes
21138	"1,4-Benzenediamine"	estrone	yes
40708	4-Hexylaniline	hydroxyprogesteroneesterone	yes
40708	4-Hexylaniline	estrone	yes
21957	Phenyl salicylate	estradiol	yes
21957	Phenyl salicylate	estrone	yes
25018	Dicyclohexylamine	deoxycortisol	no
25018	Dicyclohexylamine	hydroxyprogesteroneesterone	no
25018	Dicyclohexylamine	androsteinedione	no
25018	Dicyclohexylamine	cortisol	no
25018	Dicyclohexylamine	testosterone	no
20379	Dehydroepiandrosterone	deoxycortisol	no
20379	Dehydroepiandrosterone	hydroxypregnenolone	yes
20379	Dehydroepiandrosterone	hydroxyprogesteroneesterone	yes
20379	Dehydroepiandrosterone	androsteinedione	yes
20379	Dehydroepiandrosterone	cortisol	no
20379	Dehydroepiandrosterone	estradiol	yes
20379	Dehydroepiandrosterone	estrone	yes
20379	Dehydroepiandrosterone	testosterone	yes
32675	Sulprofos	deoxycortisol	no
32675	Sulprofos	androsteinedione	no
32675	Sulprofos	estradiol	yes
32675	Sulprofos	estrone	yes
32675	Sulprofos	testosterone	no
41289	"Myristyltrimethylammonium chlorideN,N,N-Trimethyltetradecan-1-aminium chloride"	hydroxyprogesteroneesterone	no
26035	Sodium 2-mercaptobenzothiolate	hydroxyprogesteroneesterone	no
26035	Sodium 2-mercaptobenzothiolate	androsteinedione	no
26035	Sodium 2-mercaptobenzothiolate	testosterone	no
36467	"Disodium 4,4'-bis(2-sulfostyryl)biphenyl"	estradiol	yes
22100	4-Propylphenol	cortisol	yes
22100	4-Propylphenol	deoxycortisone	no
22100	4-Propylphenol	estradiol	yes
22100	4-Propylphenol	estrone	yes
40776	Morin hydrate	estradiol	yes
40776	Morin hydrate	estrone	yes
38881	C.I. Acid Orange 7	estradiol	yes
38881	C.I. Acid Orange 7	estrone	yes
34497	Metconazole	hydroxyprogesteroneesterone	no
34497	Metconazole	androsteinedione	no
34497	Metconazole	cortisol	no
34497	Metconazole	deoxycortisone	no
25296	2-Ethyl-2-hexenal	hydroxypregnenolone	yes
25296	2-Ethyl-2-hexenal	hydroxyprogesteroneesterone	yes
25296	2-Ethyl-2-hexenal	deoxycortisone	yes
41663	Benzyl cinnamate	hydroxyprogesteroneesterone	no
41663	Benzyl cinnamate	androsteinedione	no
41663	Benzyl cinnamate	cortisol	yes
41663	Benzyl cinnamate	estradiol	yes
41663	Benzyl cinnamate	estrone	yes
41663	Benzyl cinnamate	testosterone	no
34357	Lufenuron	deoxycortisol	no
34357	Lufenuron	hydroxyprogesteroneesterone	no
34357	Lufenuron	testosterone	no
29572	Benoxacor	deoxycortisol	no
29572	Benoxacor	hydroxypregnenolone	no
29572	Benoxacor	hydroxyprogesteroneesterone	no
29572	Benoxacor	androsteinedione	no
29572	Benoxacor	cortisol	no
29572	Benoxacor	deoxycortisone	yes
29572	Benoxacor	estradiol	no
29572	Benoxacor	estrone	no
29572	Benoxacor	progesterone	yes
29572	Benoxacor	testosterone	no
32558	Kresoxim-methyl	deoxycortisol	no
32558	Kresoxim-methyl	hydroxypregnenolone	no
32558	Kresoxim-methyl	hydroxyprogesteroneesterone	no
32558	Kresoxim-methyl	androsteinedione	no
32558	Kresoxim-methyl	cortisol	no
32558	Kresoxim-methyl	deoxycortisone	no
32558	Kresoxim-methyl	estradiol	no
32558	Kresoxim-methyl	estrone	no
32558	Kresoxim-methyl	testosterone	no
27134	Bis(2-ethylhexyl) phosphate	deoxycortisone	yes
41422	7-(Dimethylamino)-4-methylcoumarin	hydroxypregnenolone	yes
41422	7-(Dimethylamino)-4-methylcoumarin	hydroxyprogesteroneesterone	yes
41422	7-(Dimethylamino)-4-methylcoumarin	deoxycortisone	yes
41422	7-(Dimethylamino)-4-methylcoumarin	estradiol	yes
41422	7-(Dimethylamino)-4-methylcoumarin	estrone	yes
41422	7-(Dimethylamino)-4-methylcoumarin	testosterone	yes
21777	Riboflavin	estradiol	no
21777	Riboflavin	estrone	no
25130	Dimethylnaphthalene	estradiol	yes
25130	Dimethylnaphthalene	estrone	yes
27875	Glyceryl monooleate	hydroxypregnenolone	yes
44571	3-Isopropylphenol	hydroxyprogesteroneesterone	yes
44571	3-Isopropylphenol	deoxycortisone	no
44571	3-Isopropylphenol	estradiol	yes
44571	3-Isopropylphenol	estrone	yes
21240	Retinol acetate	hydroxyprogesteroneesterone	yes
21240	Retinol acetate	androsteinedione	no
21240	Retinol acetate	testosterone	no
27304	Dimethyltin dichloride	hydroxyprogesteroneesterone	no
22421	Melatonin	hydroxyprogesteroneesterone	yes
22421	Melatonin	androsteinedione	no
22421	Melatonin	deoxycortisone	yes
22421	Melatonin	testosterone	no
32412	Imazamethabenz	hydroxyprogesteroneesterone	no
38808	"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane"	hydroxyprogesteroneesterone	no
38808	"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane"	estradiol	yes
38808	"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane"	testosterone	no
22396	Chrysin	hydroxypregnenolone	yes
22396	Chrysin	hydroxyprogesteroneesterone	yes
22396	Chrysin	androsteinedione	no
22396	Chrysin	cortisol	yes
22396	Chrysin	deoxycortisone	yes
22396	Chrysin	estrone	no
22396	Chrysin	testosterone	no
21815	"3,4-Dichloroaniline"	hydroxyprogesteroneesterone	yes
21815	"3,4-Dichloroaniline"	androsteinedione	no
21815	"3,4-Dichloroaniline"	deoxycortisone	yes
21815	"3,4-Dichloroaniline"	estradiol	yes
21815	"3,4-Dichloroaniline"	estrone	yes
21815	"3,4-Dichloroaniline"	progesterone	yes
21815	"3,4-Dichloroaniline"	testosterone	no
21602	Hexadecanoic acid	hydroxyprogesteroneesterone	no
21602	Hexadecanoic acid	deoxycortisone	no
21602	Hexadecanoic acid	testosterone	no
41653	"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate"	deoxycortisol	no
41653	"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate"	hydroxyprogesteroneesterone	yes
41653	"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate"	androsteinedione	no
41653	"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate"	deoxycortisone	no
41653	"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate"	estradiol	yes
41653	"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate"	progesterone	yes
41653	"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate"	testosterone	no
21977	4-Ethylphenol	estradiol	yes
21977	4-Ethylphenol	estrone	yes
41421	"5,7-Dimethoxy-2H-chromen-2-one"	hydroxyprogesteroneesterone	no
41421	"5,7-Dimethoxy-2H-chromen-2-one"	estradiol	yes
41421	"5,7-Dimethoxy-2H-chromen-2-one"	estrone	yes
41274	"1-Phenyl-1H-pyrrole-2,5-dione"	progesterone	yes
36229	Sodium decyl sulfate	hydroxypregnenolone	yes
51566	Benzyltriphenylphosphonium chloride	cortisol	no
40264	Sodium pentachlorophenate	hydroxyprogesteroneesterone	yes
40264	Sodium pentachlorophenate	cortisol	no
49697	o-Terphenyl	cortisol	no
51808	C.I. Basic Green 4 oxalate (1:x)	cortisol	no
52621	4-Prop-1-enylveratrole	cortisol	yes
52621	4-Prop-1-enylveratrole	estradiol	yes
52621	4-Prop-1-enylveratrole	estrone	yes
44338	Pyrasulfotole metabolite (SXX 0665)	deoxycortisol	no
44338	Pyrasulfotole metabolite (SXX 0665)	androsteinedione	no
44338	Pyrasulfotole metabolite (SXX 0665)	cortisol	no
44338	Pyrasulfotole metabolite (SXX 0665)	estradiol	no
44338	Pyrasulfotole metabolite (SXX 0665)	estrone	no
44338	Pyrasulfotole metabolite (SXX 0665)	progesterone	yes
44338	Pyrasulfotole metabolite (SXX 0665)	testosterone	no
52571	1-Chloroanthraquinone	deoxycortisone	yes
52571	1-Chloroanthraquinone	estradiol	yes
25842	Pentaerythritol triacrylate	cortisol	no
40268	Dinobuton	hydroxyprogesteroneesterone	no
40268	Dinobuton	androsteinedione	no
40268	Dinobuton	cortisol	no
21450	C.I. Disperse Yellow 3	hydroxyprogesteroneesterone	yes
21450	C.I. Disperse Yellow 3	androsteinedione	no
21450	C.I. Disperse Yellow 3	cortisol	yes
21450	C.I. Disperse Yellow 3	estradiol	yes
21450	C.I. Disperse Yellow 3	estrone	yes
21450	C.I. Disperse Yellow 3	progesterone	yes
21450	C.I. Disperse Yellow 3	testosterone	no
52463	2-Amino-5-chlorobenzophenone	hydroxyprogesteroneesterone	yes
52463	2-Amino-5-chlorobenzophenone	cortisol	no
51999	C.I. Disperse Orange 25	cortisol	no
51999	C.I. Disperse Orange 25	deoxycortisone	no
37564	Mefenpyr-diethyl	deoxycortisol	no
37564	Mefenpyr-diethyl	hydroxyprogesteroneesterone	no
37564	Mefenpyr-diethyl	cortisol	no
37564	Mefenpyr-diethyl	deoxycortisone	no
37564	Mefenpyr-diethyl	testosterone	no
20368	Cytembena	cortisol	no
20368	Cytembena	deoxycortisone	yes
20368	Cytembena	progesterone	yes
40269	Binapacryl	hydroxyprogesteroneesterone	no
40269	Binapacryl	deoxycortisone	yes
38922	Tetrabromobisphenol A bis(2-hydroxyethyl) ether	hydroxyprogesteroneesterone	yes
38922	Tetrabromobisphenol A bis(2-hydroxyethyl) ether	cortisol	no
52042	4-Fluoro-3-nitroaniline	hydroxyprogesteroneesterone	yes
52042	4-Fluoro-3-nitroaniline	deoxycortisone	no
52042	4-Fluoro-3-nitroaniline	progesterone	yes
52042	4-Fluoro-3-nitroaniline	testosterone	yes
51836	3-Mercapto-1-propanol	deoxycortisone	no
51306	"1,1-Bis(3-cyclohexyl-4-hydroxyphenyl)cyclohexane"	cortisol	no
51306	"1,1-Bis(3-cyclohexyl-4-hydroxyphenyl)cyclohexane"	estradiol	no
41665	Benzylhexadecyldimethylammonium chloride	cortisol	no
26573	"2-(Morpholin-4-yldithio)-1,3-benzothiazole"	cortisol	no
26573	"2-(Morpholin-4-yldithio)-1,3-benzothiazole"	deoxycortisone	no
21559	"2,6-Di-tert-butyl-4-nitrophenol"	hydroxyprogesteroneesterone	no
21559	"2,6-Di-tert-butyl-4-nitrophenol"	androsteinedione	no
21559	"2,6-Di-tert-butyl-4-nitrophenol"	cortisol	no
21559	"2,6-Di-tert-butyl-4-nitrophenol"	testosterone	no
52109	(2-Chloroethyl)dimethylamine hydrochloride	cortisol	no
52109	(2-Chloroethyl)dimethylamine hydrochloride	deoxycortisone	no
52460	2-Phenylbenzimidazole	cortisol	no
52446	"2,3,5-Trimethylhydroquinone"	cortisol	no
25512	Malachite green	cortisol	no
52740	"4,6-Dimethyldibenzothiophene"	hydroxyprogesteroneesterone	no
52740	"4,6-Dimethyldibenzothiophene"	estradiol	yes
47222	Farnesyl acetate	hydroxyprogesteroneesterone	no
47222	Farnesyl acetate	testosterone	no
25485	N-Isopropyl-N'-phenyl-p-phenylenediamine	hydroxyprogesteroneesterone	no
25485	N-Isopropyl-N'-phenyl-p-phenylenediamine	androsteinedione	no
25485	N-Isopropyl-N'-phenyl-p-phenylenediamine	testosterone	no
44367	Tetradonium bromide	cortisol	no
44367	Tetradonium bromide	estradiol	no
51580	6-Methyl-3-hydroxypyridine	hydroxyprogesteroneesterone	yes
51580	6-Methyl-3-hydroxypyridine	estradiol	yes
51580	6-Methyl-3-hydroxypyridine	testosterone	yes
51939	"2,2-Dichloro-1-phenylethanone"	hydroxyprogesteroneesterone	yes
51939	"2,2-Dichloro-1-phenylethanone"	cortisol	no
52619	4'-Acetylbiphenyl	hydroxypregnenolone	no
52619	4'-Acetylbiphenyl	hydroxyprogesteroneesterone	no
52619	4'-Acetylbiphenyl	androsteinedione	no
52619	4'-Acetylbiphenyl	deoxycortisone	yes
52619	4'-Acetylbiphenyl	progesterone	yes
52619	4'-Acetylbiphenyl	testosterone	no
24838	C.I. Solvent Red 80	estradiol	yes
24838	C.I. Solvent Red 80	estrone	yes
24838	C.I. Solvent Red 80	progesterone	yes
41745	C.I. Solvent Yellow 56	deoxycortisol	no
41745	C.I. Solvent Yellow 56	hydroxyprogesteroneesterone	no
41745	C.I. Solvent Yellow 56	androsteinedione	no
41745	C.I. Solvent Yellow 56	deoxycortisone	no
41745	C.I. Solvent Yellow 56	estradiol	yes
41745	C.I. Solvent Yellow 56	testosterone	no
27323	4-Nitro-N-phenylaniline	hydroxypregnenolone	no
27323	4-Nitro-N-phenylaniline	hydroxyprogesteroneesterone	yes
27323	4-Nitro-N-phenylaniline	cortisol	no
27323	4-Nitro-N-phenylaniline	deoxycortisone	no
27323	4-Nitro-N-phenylaniline	progesterone	no
34869	Prothioconazole	androsteinedione	no
34869	Prothioconazole	deoxycortisone	yes
34869	Prothioconazole	progesterone	yes
34869	Prothioconazole	testosterone	no
27240	"3,4-Dinitrotoluene"	deoxycortisone	yes
27240	"3,4-Dinitrotoluene"	progesterone	yes
27240	"3,4-Dinitrotoluene"	testosterone	yes
25401	"1,6-Hexanediol diacrylate"	cortisol	no
25401	"1,6-Hexanediol diacrylate"	deoxycortisone	yes
25401	"1,6-Hexanediol diacrylate"	progesterone	yes
51782	3-Hydroxy-2-pyridone	deoxycortisol	no
51782	3-Hydroxy-2-pyridone	hydroxyprogesteroneesterone	no
51782	3-Hydroxy-2-pyridone	androsteinedione	no
51782	3-Hydroxy-2-pyridone	cortisol	no
51782	3-Hydroxy-2-pyridone	testosterone	no
51732	Indan-5-ol	cortisol	yes
51732	Indan-5-ol	estradiol	yes
51732	Indan-5-ol	estrone	yes
34250	Chlorfenvinphos	deoxycortisol	no
34250	Chlorfenvinphos	hydroxypregnenolone	no
34250	Chlorfenvinphos	hydroxyprogesteroneesterone	no
34250	Chlorfenvinphos	cortisol	no
34250	Chlorfenvinphos	deoxycortisone	no
34250	Chlorfenvinphos	testosterone	no
20433	"3,3'-Dichlorobenzidine dihydrochloride"	androsteinedione	no
20433	"3,3'-Dichlorobenzidine dihydrochloride"	estradiol	yes
20433	"3,3'-Dichlorobenzidine dihydrochloride"	testosterone	no
51650	"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline"	deoxycortisol	no
51650	"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline"	androsteinedione	no
51650	"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline"	cortisol	no
51650	"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline"	estradiol	no
51650	"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline"	testosterone	no
22271	4-(Diethylamino)salicylaldehyde	hydroxyprogesteroneesterone	yes
22271	4-(Diethylamino)salicylaldehyde	deoxycortisone	no
24904	"4',5'-Dibromofluorescein"	deoxycortisone	yes
24904	"4',5'-Dibromofluorescein"	estradiol	no
24904	"4',5'-Dibromofluorescein"	testosterone	no
22313	"o,p'-DDE"	deoxycortisol	no
22313	"o,p'-DDE"	hydroxyprogesteroneesterone	no
22313	"o,p'-DDE"	androsteinedione	no
22313	"o,p'-DDE"	cortisol	no
22313	"o,p'-DDE"	testosterone	no
51778	Digoxigenin	hydroxypregnenolone	yes
